,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4515,Holy-Cross,60,bucknell,75,50,.440,21,.286,14,.714,30,4,6,22,0,62,.468,14,.429,17,.647,30,12,7,10,42.90
4516,bucknell,60,American,61,48,.375,17,.412,20,.850,26,10,3,11,42.90,51,.451,21,.333,12,.667,30,9,2,14,1
4517,Lehigh,56,bucknell,72,54,.333,14,.286,24,.667,29,7,0,11,0,49,.510,21,.429,20,.650,32,6,4,14,42.90
4518,Colgate,80,bucknell,65,48,.563,23,.609,18,.667,28,5,1,16,1,56,.429,29,.345,14,.500,28,10,3,11,42.90
4519,Ohio,65,st-bonaventure,53,51,.471,22,.364,16,.563,27,10,2,12,0,55,.364,19,.158,15,.667,31,4,2,16,42.90
4520,Vermont,61,st-bonaventure,59,48,.354,20,.150,34,.706,35,6,3,14,0,61,.311,27,.148,22,.773,43,9,2,11,42.90
4521,Siena,78,st-bonaventure,65,54,.463,18,.333,29,.759,36,6,3,13,1,63,.381,28,.357,7,1.000,26,3,3,13,57.10
4522,Rutgers,74,st-bonaventure,80,56,.429,25,.280,30,.633,35,4,5,13,1,59,.492,24,.458,13,.846,27,6,2,9,57.10
4523,st-bonaventure,57,Canisius,61,47,.383,12,.250,24,.750,18,10,4,13,57.10,51,.392,21,.238,17,.941,40,6,2,18,1
4524,Mercer,51,st-bonaventure,56,52,.385,19,.316,11,.455,30,2,4,11,0,52,.346,16,.250,19,.842,34,2,4,10,42.90
4525,st-bonaventure,70,San-Diego,61,57,.474,18,.389,13,.692,36,7,6,11,57.10,53,.434,23,.435,11,.455,23,3,1,12,1
4526,Florida-Atlantic,64,st-bonaventure,71,60,.367,27,.296,18,.667,33,2,3,10,1,59,.458,14,.571,16,.563,35,3,4,10,57.10
4527,Hofstra,45,st-bonaventure,73,58,.276,19,.158,20,.500,30,7,1,14,0,55,.491,25,.480,13,.538,40,8,3,17,42.90
4528,Gannon,50,st-bonaventure,75,47,.404,17,.353,13,.462,22,8,0,19,0,56,.500,25,.400,13,.692,32,6,6,14,42.90
4529,st-bonaventure,87,Niagara,70,58,.500,26,.462,18,.944,38,2,1,12,42.90,51,.412,24,.333,21,.952,20,5,1,9,0
4530,st-bonaventure,66,Middle-Tennessee,65,62,.419,15,.267,11,.909,34,8,5,11,57.10,49,.408,26,.423,21,.667,29,3,4,15,1
4531,st-bonaventure,79,Buffalo,84,77,.442,20,.200,9,.778,36,6,6,14,57.10,60,.433,21,.429,30,.767,38,9,4,18,1
4532,st-bonaventure,71,George-Washington,66,50,.520,16,.313,20,.700,31,6,8,7,57.10,55,.418,27,.333,14,.786,23,5,4,8,1
4533,st-bonaventure,61,George-Mason,49,64,.391,20,.400,3,1.000,39,11,5,15,57.10,50,.380,22,.364,7,.429,22,10,7,16,1
4534,Fordham,44,st-bonaventure,64,54,.241,40,.225,12,.750,23,7,0,12,0,47,.511,18,.333,16,.625,34,5,3,11,42.90
4535,UMass,61,st-bonaventure,74,53,.377,22,.318,19,.737,26,2,3,9,1,61,.443,19,.474,15,.733,32,8,4,6,57.10
4536,st-bonaventure,63,VCU,91,69,.348,18,.167,13,.923,35,5,3,9,57.10,63,.524,22,.409,24,.667,42,7,2,10,1
4537,Dayton,86,st-bonaventure,60,54,.648,25,.400,11,.545,33,2,3,9,1,61,.410,14,.214,12,.583,25,4,0,9,57.10
4538,Rhode-Island,81,st-bonaventure,75,58,.466,21,.429,24,.750,33,6,3,11,0,52,.462,17,.412,26,.769,29,5,1,13,42.90
4539,St-Bonaventure,59,vermont,61,61,.311,27,.148,22,.773,43,9,2,11,1,48,.354,20,.150,34,.706,35,6,3,14,55.60
4540,Bucknell,63,vermont,66,54,.426,22,.136,22,.636,34,2,4,15,1,64,.344,25,.160,29,.621,39,7,2,13,55.60
4541,vermont,62,Boston-University,47,53,.434,20,.250,18,.611,35,7,5,14,42.90,57,.298,16,.250,15,.600,33,10,1,13,0
4542,St-John's-(NY),68,vermont,70,58,.345,19,.263,35,.657,47,7,6,16,1,67,.403,31,.258,12,.667,36,8,3,11,55.60
4543,vermont,55,Virginia,61,52,.385,34,.353,3,1.000,29,5,1,13,55.60,49,.469,23,.348,11,.636,30,4,3,9,1
4544,Central-Connecticut,49,vermont,81,52,.250,21,.333,18,.889,27,6,1,13,1,57,.544,24,.375,14,.714,32,8,5,9,55.60
4545,Rider,72,vermont,67,53,.472,19,.421,28,.500,41,7,5,8,1,67,.358,34,.265,14,.714,31,3,3,7,55.60
4546,Gallaudet,44,vermont,93,59,.288,36,.222,2,1.000,21,3,2,16,0,72,.542,28,.286,10,.700,43,9,4,5,42.90
4547,Yale,65,vermont,52,52,.423,19,.316,17,.882,37,8,1,13,1,59,.356,28,.179,7,.714,31,9,4,12,55.60
4548,vermont,73,Cincinnati,82,61,.393,28,.536,13,.769,28,5,5,12,55.60,53,.453,19,.632,26,.846,34,6,6,11,1
4549,Towson,38,vermont,55,53,.245,25,.200,14,.500,34,8,2,15,0,48,.354,23,.261,21,.714,38,2,3,15,42.90
4550,vermont,53,UNC-Greensboro,54,44,.409,14,.214,21,.667,31,2,4,10,42.90,51,.392,22,.318,12,.583,28,3,2,7,0
4551,Lipscomb,63,vermont,86,65,.323,27,.370,16,.688,31,6,1,11,0,60,.467,23,.435,25,.800,46,6,9,13,42.90
4552,George-Washington,51,vermont,76,64,.344,20,.250,5,.400,29,5,6,9,0,60,.500,19,.474,11,.636,37,5,7,9,42.90
4553,Dartmouth,68,vermont,77,45,.533,14,.429,22,.636,23,3,2,17,1,54,.500,20,.250,26,.692,23,10,1,8,55.60
4554,Stony-Brook,81,vermont,77,57,.439,27,.481,25,.720,31,8,2,13,0,56,.411,31,.387,23,.826,31,5,4,15,42.90
4555,vermont,74,UMBC,50,55,.473,28,.321,17,.765,38,6,1,15,55.60,48,.354,16,.250,17,.706,28,7,0,16,1
4556,Binghamton,53,vermont,72,58,.362,26,.308,5,.600,26,2,3,9,1,55,.491,22,.455,11,.727,39,6,1,10,55.60
4557,vermont,74,Hartford,57,59,.508,26,.308,7,.857,34,4,3,11,42.90,54,.407,20,.200,9,1.000,22,7,2,11,0
4558,vermont,59,Maine,57,47,.404,20,.200,24,.708,29,7,2,19,55.60,46,.391,23,.261,16,.938,25,9,1,15,1
4559,wisconsin,63,Saint-Mary's,65,52,.423,19,.263,20,.700,26,1,4,14,63.60,61,.393,18,.444,13,.692,33,6,2,14,1
4560,wisconsin,65,Eastern-Illinois,52,55,.382,18,.167,24,.833,41,6,12,11,42.90,63,.333,19,.368,8,.375,33,6,4,11,0
4561,wisconsin,83,McNeese-State,63,55,.527,28,.357,18,.833,24,10,3,9,42.90,45,.467,21,.381,17,.765,21,4,2,18,0
4562,wisconsin,77,Marquette,61,56,.429,23,.478,20,.900,33,6,3,12,42.90,51,.373,19,.474,17,.824,27,2,3,15,0
4563,Green-Bay,70,wisconsin,88,61,.475,20,.200,11,.727,23,8,3,9,0,62,.516,31,.484,10,.900,38,3,1,13,42.90
4564,wisconsin,52,Richmond,62,50,.340,27,.259,14,.786,34,6,2,13,63.60,56,.464,17,.353,6,.667,31,7,3,10,1
4565,New-Mexico,59,wisconsin,50,50,.440,13,.231,15,.800,31,3,1,13,1,53,.340,26,.077,16,.750,33,5,1,12,63.60
4566,wisconsin,54,NC-State,69,56,.375,23,.217,15,.467,34,3,4,9,63.60,56,.482,20,.400,10,.700,23,7,6,5,1
4567,wisconsin,84,Indiana,64,56,.536,20,.400,18,.889,26,5,6,4,42.90,50,.420,14,.357,26,.654,28,3,3,12,0
4568,Rutgers,72,wisconsin,65,63,.460,19,.263,13,.692,34,8,3,11,1,48,.479,23,.348,16,.688,22,5,4,14,63.60
4569,Milwaukee,64,wisconsin,83,52,.423,17,.471,19,.632,26,3,2,11,0,52,.500,22,.455,26,.808,34,6,4,9,42.90
4570,Tennessee,48,wisconsin,68,46,.348,18,.333,19,.526,35,5,3,17,1,57,.439,26,.423,9,.778,26,7,2,9,63.60
4571,wisconsin,65,Rider,37,55,.436,31,.419,7,.571,39,6,7,14,42.90,61,.246,14,.143,7,.714,32,10,1,12,0
4572,Ohio-State,57,wisconsin,61,47,.404,20,.300,17,.765,29,4,1,14,1,56,.375,23,.261,16,.813,32,5,0,8,63.60
4573,Illinois,71,wisconsin,70,57,.491,16,.438,15,.533,26,1,2,7,0,53,.434,15,.267,23,.870,31,3,6,7,42.90
4574,Penn-State,49,wisconsin,58,52,.327,21,.238,14,.714,32,6,5,10,1,55,.400,21,.286,14,.571,35,3,2,9,63.60
4575,wisconsin,56,Maryland,54,49,.449,21,.333,8,.625,23,5,2,6,42.90,47,.404,22,.318,13,.692,35,2,0,14,0
4576,Michigan-State,67,wisconsin,55,58,.466,16,.375,10,.700,39,4,2,11,1,59,.356,19,.211,11,.818,29,5,3,9,63.60
4577,Nebraska,68,wisconsin,82,60,.433,22,.273,15,.667,33,6,3,10,0,63,.460,34,.529,8,.750,38,5,4,10,42.90
4578,wisconsin,51,Purdue,70,46,.435,22,.318,8,.500,15,3,5,11,63.60,60,.450,19,.474,9,.778,39,8,5,11,1
4579,southeastern-louisiana,55,Tulane,76,61,.393,28,.179,11,.182,39,3,2,19,62.50,63,.413,28,.286,24,.667,41,10,2,12,1
4580,southeastern-louisiana,77,Xavier-(LA),70,62,.435,30,.333,18,.722,27,10,0,15,42.90,51,.529,20,.400,13,.615,27,8,4,25,0
4581,Grambling,81,southeastern-louisiana,70,55,.473,10,.300,36,.722,35,8,2,15,0,59,.441,22,.273,20,.600,32,5,4,17,42.90
4582,southeastern-louisiana,65,Mobile,58,63,.365,22,.227,25,.560,32,17,7,13,42.90,58,.414,15,.133,12,.667,37,4,0,27,0
4583,Tulsa,73,southeastern-louisiana,66,55,.455,19,.158,28,.714,38,8,5,16,1,67,.403,21,.286,12,.500,35,9,2,13,62.50
4584,southeastern-louisiana,60,Austin-Peay,81,72,.333,24,.375,6,.500,30,8,3,16,62.50,59,.492,24,.375,21,.667,44,9,3,17,1
4585,Vanderbilt,78,southeastern-louisiana,70,58,.414,30,.367,28,.679,38,4,3,14,1,70,.400,16,.063,17,.765,38,6,0,12,62.50
4586,Louisiana,98,southeastern-louisiana,81,56,.571,22,.409,33,.758,40,7,4,19,1,68,.441,30,.267,20,.650,21,7,0,16,62.50
4587,Southern-New-Orleans,74,southeastern-louisiana,79,63,.476,21,.381,7,.857,28,10,3,22,0,61,.492,12,.167,21,.810,33,12,2,20,42.90
4588,southeastern-louisiana,73,Lamar,79,63,.444,26,.346,14,.571,37,5,2,15,62.50,76,.395,23,.304,20,.600,49,9,2,9,1
4589,southeastern-louisiana,76,Ole-Miss,83,55,.582,15,.667,5,.400,21,2,0,16,62.50,58,.517,24,.292,25,.640,33,4,4,13,1
4590,Oklahoma-State,82,southeastern-louisiana,31,60,.450,27,.296,25,.800,49,8,3,10,1,58,.224,20,.050,10,.400,32,4,0,17,62.50
4591,Stephen-F-Austin,82,southeastern-louisiana,71,53,.509,14,.357,32,.719,37,10,0,18,0,57,.439,28,.321,16,.750,27,8,2,19,42.90
4592,southeastern-louisiana,84,Texas-AM-Corpus-Christi,80,49,.531,10,.500,35,.771,18,10,0,9,62.50,44,.545,20,.400,29,.828,26,5,4,22,1
4593,southeastern-louisiana,62,Sam-Houston-State,67,54,.407,23,.522,10,.600,31,10,2,21,62.50,62,.435,20,.150,14,.714,31,9,7,15,1
4594,Nicholls-State,69,southeastern-louisiana,58,54,.426,25,.320,18,.833,38,11,6,18,0,49,.347,17,.235,28,.714,22,10,0,18,42.90
4595,Texas-AM-Corpus-Christi,56,southeastern-louisiana,62,52,.385,23,.348,8,1.000,38,6,4,24,0,57,.368,16,.188,23,.739,31,10,3,13,42.90
4596,Abilene-Christian,76,southeastern-louisiana,55,51,.529,17,.235,27,.667,27,10,5,15,1,49,.367,20,.200,19,.789,29,7,2,24,62.50
4597,McNeese-State,77,southeastern-louisiana,61,49,.531,17,.412,21,.857,34,4,5,21,0,60,.367,21,.333,15,.667,26,10,1,19,42.90
4598,southeastern-louisiana,84,Northwestern-State,81,69,.406,26,.385,27,.667,37,6,0,16,62.50,66,.394,18,.389,33,.667,46,6,6,16,1
4599,La-Salle,70,iona,64,65,.400,22,.318,20,.550,46,8,4,17,1,70,.300,40,.200,20,.700,42,10,6,17,62.50
4600,Ohio,81,iona,72,52,.558,25,.520,14,.714,27,10,4,18,0,57,.421,25,.320,18,.889,25,13,5,17,41.70
4601,Stetson,55,iona,60,49,.408,24,.292,12,.667,28,9,0,14,1,48,.396,29,.276,27,.519,37,5,2,14,62.50
4602,iona,75,Kennesaw-State,52,53,.434,23,.435,24,.792,38,7,7,13,62.50,62,.339,14,.214,19,.368,35,6,0,17,1
4603,iona,62,UConn,80,59,.407,19,.211,13,.769,28,9,2,15,62.50,64,.469,19,.421,20,.600,42,4,8,15,1
4604,Princeton,90,iona,86,52,.538,28,.393,26,.885,21,9,0,16,1,53,.566,16,.250,29,.759,24,9,2,17,62.50
4605,Colorado,99,iona,54,60,.567,28,.607,21,.667,46,7,0,15,1,60,.300,28,.214,15,.800,21,11,3,15,62.50
4606,St-Peter's,75,iona,74,60,.400,23,.435,28,.607,39,7,5,14,0,53,.453,28,.429,21,.667,30,9,6,16,41.70
4607,Monmouth,73,iona,61,50,.440,18,.278,33,.727,27,16,2,13,1,47,.383,20,.400,20,.850,29,6,2,20,62.50
4608,iona,69,Rider,66,52,.519,22,.364,10,.700,31,8,0,18,62.50,53,.453,28,.286,24,.417,26,7,0,12,1
4609,iona,69,Niagara,70,63,.397,29,.345,14,.643,43,3,9,14,41.70,61,.393,26,.577,10,.700,33,7,4,10,0
4610,Fairfield,57,iona,64,54,.389,15,.267,18,.611,30,1,4,12,0,56,.446,20,.300,11,.727,29,4,4,10,41.70
4611,iona,73,Marist,83,59,.390,37,.324,18,.833,26,14,1,11,62.50,48,.542,25,.480,32,.594,37,7,4,18,1
4612,iona,69,Canisius,66,57,.474,23,.217,12,.833,30,10,4,11,41.70,56,.429,20,.500,12,.667,30,7,2,12,0
4613,iona,88,Monmouth,94,60,.533,31,.548,12,.583,29,4,3,14,41.70,64,.438,32,.438,32,.750,32,7,3,5,0
4614,Siena,87,iona,64,60,.500,14,.357,28,.786,40,7,3,11,0,57,.404,25,.320,12,.833,18,7,3,11,41.70
4615,Manhattan,72,iona,49,60,.417,34,.353,16,.625,38,8,5,14,1,46,.326,20,.300,18,.722,25,4,1,15,62.50
4616,Quinnipiac,52,iona,73,59,.322,34,.235,10,.600,31,4,3,12,1,60,.433,28,.357,12,.917,40,6,3,7,62.50
4617,iona,78,Fairfield,54,47,.574,19,.526,21,.667,29,6,0,12,62.50,50,.360,16,.250,16,.875,19,3,1,11,1
4618,South-Carolina,77,north-alabama,55,57,.491,9,.222,36,.528,36,8,5,20,1,61,.246,21,.095,33,.697,35,7,6,18,50.00
4619,north-alabama,95,Carver-College,64,76,.526,26,.385,12,.417,38,15,6,13,41.70,55,.455,11,.364,12,.833,26,4,4,27,0
4620,Indiana,91,north-alabama,65,46,.500,21,.381,45,.822,27,6,9,13,1,44,.432,14,.500,27,.741,21,9,0,21,50.00
4621,north-alabama,61,Samford,55,57,.421,23,.174,17,.529,34,10,3,13,41.70,51,.392,12,.417,21,.476,39,2,2,17,0
4622,South-Dakota-State,78,north-alabama,73,47,.489,17,.412,33,.758,38,3,3,18,1,60,.450,23,.435,12,.750,24,4,2,10,50.00
4623,north-alabama,61,Louisiana-Tech,82,47,.468,17,.471,17,.529,32,0,2,16,50.00,69,.493,19,.316,10,.800,32,7,3,5,1
4624,north-alabama,73,Mississippi-Valley-State,50,68,.412,26,.269,20,.500,44,7,3,12,41.70,66,.318,27,.185,15,.200,43,6,2,16,0
4625,north-alabama,67,Morehead-State,57,54,.407,19,.263,23,.783,35,4,2,11,41.70,63,.381,24,.125,10,.600,27,3,4,10,0
4626,north-alabama,63,Troy,71,52,.404,27,.296,17,.765,32,7,4,19,50.00,64,.391,21,.238,21,.762,37,7,5,13,1
4627,Birmingham-Southern,50,north-alabama,78,60,.317,22,.273,9,.667,32,7,0,13,0,59,.475,31,.387,13,.769,31,8,2,10,41.70
4628,Alabama-Birmingham,63,north-alabama,56,53,.434,20,.300,15,.733,34,5,4,12,1,50,.380,16,.313,19,.684,28,8,1,14,50.00
4629,north-alabama,80,Alabama-AM,92,55,.509,20,.300,27,.667,38,2,5,11,50.00,66,.455,18,.500,30,.767,29,4,3,3,1
4630,Florida-State,88,north-alabama,71,64,.500,21,.333,17,1.000,28,9,6,12,1,52,.462,20,.500,18,.722,26,4,3,18,50.00
4631,north-alabama,62,Jacksonville,57,55,.364,20,.250,28,.607,27,12,0,17,41.70,48,.438,13,.231,20,.600,33,5,2,26,0
4632,North-Florida,81,north-alabama,65,52,.481,28,.464,26,.692,33,3,6,9,0,58,.362,12,.333,26,.731,31,5,0,9,41.70
4633,Liberty,63,north-alabama,52,52,.423,19,.263,19,.737,28,7,3,9,1,43,.395,19,.316,16,.750,26,2,0,15,50.00
4634,north-alabama,82,Lipscomb,69,59,.424,22,.455,27,.815,37,5,4,9,50.00,55,.382,20,.400,31,.613,34,4,4,10,1
4635,north-alabama,49,Stetson,54,59,.356,24,.125,10,.400,36,6,2,15,41.70,41,.439,12,.333,25,.560,29,6,1,16,0
4636,north-alabama,70,Florida-Gulf-Coast,65,40,.525,14,.500,25,.840,22,6,4,18,41.70,55,.473,20,.350,11,.545,22,4,1,18,0
4637,north-alabama,78,Kennesaw-State,58,52,.481,23,.391,25,.760,38,12,2,22,50.00,57,.333,14,.143,28,.643,19,9,2,16,1
4638,James-Madison,79,charlotte,74,59,.492,26,.346,28,.429,38,4,4,11,1,69,.406,33,.273,13,.692,39,3,0,11,77.80
4639,Davidson,58,charlotte,71,54,.463,22,.318,2,.500,22,8,0,11,0,52,.500,12,.333,20,.750,33,8,4,11,41.70
4640,charlotte,67,Wake-Forest,65,56,.393,12,.417,22,.818,37,10,4,14,41.70,64,.375,25,.400,12,.583,38,8,10,15,0
4641,Appalachian-State,64,charlotte,55,54,.389,28,.214,25,.640,37,10,2,11,1,49,.367,21,.190,18,.833,29,6,1,16,77.80
4642,charlotte,78,Georgia-State,81,57,.491,22,.227,21,.810,32,7,9,19,77.80,64,.500,20,.550,10,.600,25,11,5,13,1
4643,USC-Upstate,47,charlotte,83,56,.339,24,.208,9,.444,26,5,1,14,0,51,.569,24,.458,18,.778,35,10,6,9,41.70
4644,UNC-Asheville,83,charlotte,75,60,.500,24,.375,22,.636,29,11,2,17,0,52,.538,12,.333,27,.556,27,8,6,21,41.70
4645,charlotte,76,UNC-Wilmington,57,54,.574,13,.462,11,.727,28,11,3,11,77.80,52,.385,22,.364,13,.692,23,5,6,13,1
4646,charlotte,67,Valparaiso,57,44,.500,9,.444,27,.704,26,12,4,13,41.70,53,.453,23,.348,4,.250,28,5,5,19,0
4647,Maryland-Eastern-Shore,44,charlotte,66,50,.280,28,.214,15,.667,29,10,3,21,0,47,.404,19,.316,30,.733,38,14,2,15,41.70
4648,charlotte,56,East-Carolina,60,61,.328,24,.208,14,.786,30,11,4,11,77.80,46,.413,12,.333,27,.667,37,6,5,14,1
4649,Alabama-Birmingham,44,charlotte,51,49,.408,15,.067,7,.429,35,7,2,17,0,46,.370,14,.286,17,.765,23,8,5,9,41.70
4650,charlotte,68,Middle-Tennessee,62,41,.488,8,.500,38,.632,28,5,5,17,41.70,53,.434,24,.333,12,.667,28,8,3,17,0
4651,Old-Dominion,47,charlotte,53,52,.404,22,.045,10,.400,29,10,3,13,0,45,.378,20,.400,14,.786,30,6,2,15,41.70
4652,Marshall,75,charlotte,77,61,.426,22,.273,27,.630,32,9,2,14,1,46,.543,12,.417,34,.647,30,10,2,16,77.80
4653,charlotte,63,Western-Kentucky,80,57,.421,17,.294,13,.769,25,11,3,14,77.80,44,.523,18,.389,31,.871,32,7,6,18,1
4654,Old-Dominion,66,charlotte,62,54,.463,14,.286,17,.706,31,8,3,7,1,47,.447,26,.423,17,.529,26,3,4,15,77.80
4655,Florida-Atlantic,68,charlotte,70,55,.491,21,.429,6,.833,25,5,0,13,0,47,.511,20,.300,22,.727,25,6,2,10,41.70
4656,charlotte,75,Florida-International,49,47,.553,16,.438,21,.762,39,6,3,14,41.70,52,.327,19,.158,18,.667,21,6,5,9,0
4657,charlotte,59,Louisiana-Tech,72,46,.457,26,.423,8,.750,19,5,3,11,77.80,48,.563,22,.591,8,.625,25,4,4,11,1
4658,towson,72,George-Washington,58,62,.468,12,.583,9,.778,31,7,1,9,41.70,48,.396,26,.308,17,.706,30,2,1,15,0
4659,towson,100,Bryn-Athyn,31,85,.506,25,.360,10,.500,51,19,8,10,41.70,50,.240,12,.000,12,.583,22,4,6,26,0
4660,Kent-State,84,towson,80,66,.424,27,.333,24,.792,38,7,8,7,0,68,.368,25,.240,30,.800,33,4,3,8,41.70
4661,Florida,66,towson,60,55,.418,22,.318,20,.650,27,3,1,8,1,48,.438,19,.316,16,.750,29,5,3,12,70.00
4662,Xavier,73,towson,51,57,.474,22,.409,14,.714,41,7,5,11,1,59,.305,16,.250,18,.611,29,4,3,10,70.00
4663,Buffalo,76,towson,73,72,.361,31,.258,23,.696,38,6,3,12,1,59,.424,13,.231,26,.769,38,9,6,21,70.00
4664,towson,76,St-Joseph's,64,62,.452,23,.435,11,.909,37,7,4,16,70.00,68,.368,33,.273,11,.455,35,7,5,14,1
4665,towson,76,Morgan-State,59,51,.471,17,.412,28,.750,30,10,3,14,70.00,46,.457,14,.214,17,.824,22,5,4,18,1
4666,Vermont,55,towson,38,48,.354,23,.261,21,.714,38,2,3,15,1,53,.245,25,.200,14,.500,34,8,2,15,70.00
4667,towson,77,UMBC,71,54,.463,22,.455,22,.773,32,3,2,9,41.70,50,.520,18,.389,14,.857,22,1,1,8,0
4668,Liberty,66,towson,54,54,.463,25,.280,13,.692,28,5,1,9,1,48,.438,20,.300,14,.429,29,5,1,12,70.00
4669,Tulane,82,towson,86,57,.439,30,.467,28,.643,24,2,2,8,1,59,.458,31,.290,26,.885,40,2,2,13,70.00
4670,towson,45,Northeastern,61,50,.340,11,.091,15,.667,30,4,3,15,41.70,53,.415,20,.300,13,.846,36,6,1,13,0
4671,towson,67,Hofstra,75,64,.422,19,.316,10,.700,39,3,4,12,41.70,57,.439,20,.400,26,.654,33,6,2,6,0
4672,College-of-Charleston,81,towson,69,60,.417,24,.333,28,.821,36,0,2,2,1,59,.356,28,.250,23,.870,38,1,2,8,70.00
4673,towson,67,UNC-Wilmington,60,56,.429,14,.357,22,.636,40,8,4,15,70.00,61,.377,22,.273,8,1.000,29,13,7,11,1
4674,Drexel,73,towson,89,58,.448,21,.381,15,.867,25,6,1,11,0,58,.569,19,.368,19,.842,29,9,2,10,41.70
4675,towson,84,Delaware,68,59,.475,23,.391,21,.905,34,9,4,8,41.70,58,.414,25,.360,15,.733,26,3,1,13,0
4676,James-Madison,61,towson,69,70,.314,30,.300,14,.571,38,5,2,10,0,54,.426,18,.167,21,.952,38,4,2,12,41.70
4677,Elon,61,towson,72,64,.297,35,.257,19,.737,32,6,1,8,1,41,.463,19,.474,29,.862,32,4,5,14,70.00
4678,norfolk-state,100,Greensboro,59,79,.443,31,.387,26,.692,53,12,2,10,41.70,63,.349,34,.206,11,.727,32,3,4,18,0
4679,Penn-St-Wilkes-Barre,53,norfolk-state,93,48,.250,23,.304,24,.917,32,5,4,27,0,70,.500,23,.304,24,.667,40,9,5,10,41.70
4680,Ole-Miss,68,norfolk-state,55,51,.510,15,.333,17,.647,32,12,3,12,1,52,.327,21,.238,21,.762,31,8,3,17,50.00
4681,norfolk-state,113,Newport-News-Apprentice,54,64,.594,32,.625,23,.739,33,16,3,7,41.70,58,.362,20,.200,13,.615,25,2,1,23,0
4682,Bradley,69,norfolk-state,57,57,.421,24,.250,23,.652,33,4,6,12,1,52,.404,20,.200,15,.733,30,8,2,16,50.00
4683,norfolk-state,59,Northwestern,70,51,.412,21,.333,20,.500,30,7,2,14,50.00,56,.339,22,.227,30,.900,41,5,1,10,1
4684,norfolk-state,54,Caldwell,64,57,.333,15,.133,22,.636,29,11,2,14,41.70,45,.378,12,.333,34,.765,33,4,3,18,0
4685,norfolk-state,71,Monmouth,75,61,.443,19,.368,15,.667,39,5,1,22,50.00,58,.483,22,.364,15,.733,24,12,4,13,1
4686,norfolk-state,61,Niagara,65,58,.362,26,.269,15,.800,38,3,2,15,41.70,55,.400,28,.286,20,.650,30,5,2,9,0
4687,Southern-Illinois,76,norfolk-state,59,54,.481,30,.467,11,.909,33,8,2,14,1,54,.444,20,.300,9,.556,25,9,1,14,50.00
4688,norfolk-state,53,Hampton,64,54,.296,22,.136,21,.857,28,8,1,11,50.00,43,.465,16,.313,27,.704,37,5,6,18,1
4689,norfolk-state,45,Loyola-(IL),64,45,.378,23,.261,9,.556,31,5,3,21,50.00,50,.420,19,.421,23,.609,27,13,2,12,1
4690,norfolk-state,72,Bowling-Green-State,67,63,.397,28,.393,13,.846,33,7,1,12,50.00,64,.406,29,.276,9,.778,37,3,3,14,1
4691,Drexel,53,norfolk-state,49,56,.321,23,.217,15,.800,33,4,1,14,1,51,.392,13,.077,10,.800,29,8,3,16,50.00
4692,norfolk-state,65,Stony-Brook,81,58,.397,23,.304,22,.545,28,9,1,9,50.00,52,.462,27,.444,24,.875,39,5,4,16,1
4693,Bethune-Cookman,72,norfolk-state,85,55,.418,18,.222,27,.815,29,2,2,16,0,63,.444,25,.320,25,.840,31,4,1,9,41.70
4694,Coppin-State,59,norfolk-state,82,47,.383,29,.276,30,.500,25,2,3,12,1,61,.475,26,.500,15,.733,39,3,1,16,50.00
4695,norfolk-state,71,Howard,63,55,.400,23,.304,27,.741,36,8,1,15,50.00,60,.383,24,.292,14,.714,32,6,3,16,1
4696,norfolk-state,62,Maryland-Eastern-Shore,52,49,.347,25,.320,26,.769,34,6,1,14,41.70,50,.400,18,.111,12,.833,30,6,0,12,0
4697,norfolk-state,73,South-Carolina-State,62,62,.452,21,.333,17,.588,39,3,5,12,41.70,57,.351,17,.412,20,.750,30,5,4,12,0
4698,illinois-state,79,Belmont,72,63,.476,26,.500,13,.462,34,7,5,8,41.70,60,.467,25,.280,13,.692,34,5,3,10,0
4699,Little-Rock,70,illinois-state,75,53,.509,19,.316,12,.833,24,9,4,15,0,51,.471,24,.417,24,.708,25,4,4,15,41.70
4700,illinois-state,65,UCF,67,61,.459,20,.300,4,.750,32,8,3,17,41.70,58,.414,23,.261,19,.684,33,8,7,17,0
4701,Cincinnati,66,illinois-state,65,49,.449,16,.063,30,.700,33,4,4,17,1,62,.435,15,.400,9,.556,30,4,1,15,72.70
4702,illinois-state,69,Western-Kentucky,83,59,.458,21,.381,11,.636,32,3,4,11,72.70,50,.540,19,.579,21,.857,21,9,4,11,1
4703,illinois-state,63,Grand-Canyon,68,61,.426,26,.385,2,.500,32,4,6,10,72.70,60,.400,22,.364,14,.857,35,5,1,13,1
4704,Illinois-Springfield,57,illinois-state,76,57,.333,26,.154,16,.938,27,7,3,17,0,64,.453,16,.188,15,1.000,35,13,3,15,41.70
4705,TCU,81,illinois-state,69,64,.469,28,.286,21,.619,37,9,4,11,1,54,.463,22,.500,13,.615,27,3,1,16,72.70
4706,illinois-state,61,Morehead-State,50,57,.351,20,.350,23,.609,36,5,2,9,41.70,57,.333,24,.292,7,.714,40,4,2,15,0
4707,illinois-state,64,Northern-Kentucky,79,57,.491,14,.357,7,.429,29,1,1,16,72.70,53,.528,25,.440,18,.667,27,7,0,12,1
4708,illinois-state,67,UIC,66,53,.453,15,.133,24,.708,31,7,2,15,41.70,59,.424,26,.346,12,.583,32,8,2,15,0
