,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
647,Dayton,84,kansas,90,62,.435,33,.485,19,.737,27,6,5,12,1,59,.559,11,.364,28,.714,34,7,5,11,80.00
648,Colorado,58,kansas,72,60,.300,34,.206,21,.714,33,11,0,16,0,51,.529,13,.462,19,.632,37,9,4,21,71.40
649,kansas,95,Milwaukee,68,59,.542,28,.429,27,.704,42,5,3,11,71.40,66,.364,35,.200,15,.867,23,3,3,7,0
650,kansas,98,UMKC,57,66,.576,23,.348,18,.778,38,10,9,10,80.00,52,.423,18,.500,6,.667,22,5,0,22,1
651,Villanova,56,kansas,55,63,.349,41,.244,2,1.000,29,6,0,8,1,55,.436,13,.231,10,.400,34,6,5,12,80.00
652,kansas,72,Stanford,56,58,.466,22,.409,18,.500,37,9,1,20,80.00,50,.380,20,.300,16,.750,21,10,3,18,1
653,kansas,60,West-Virginia,53,47,.404,17,.176,30,.633,27,10,7,13,71.40,59,.322,14,.214,22,.545,41,5,4,16,0
654,Iowa-State,53,kansas,79,58,.345,28,.286,9,.556,27,9,4,12,1,54,.519,19,.526,17,.765,33,10,2,12,80.00
655,Baylor,67,kansas,55,60,.450,19,.421,7,.714,26,9,2,5,0,51,.392,15,.267,14,.786,32,3,10,14,71.40
656,kansas,66,Oklahoma,52,57,.439,19,.421,14,.571,44,4,4,10,80.00,62,.306,29,.276,9,.667,29,6,5,4,1
657,kansas,66,Texas,57,53,.472,10,.200,21,.667,40,5,2,8,80.00,57,.404,20,.300,9,.556,28,3,5,9,1
658,Kansas-State,60,kansas,81,58,.397,22,.364,13,.462,30,6,3,13,0,65,.462,26,.346,17,.706,41,10,9,10,71.40
659,Tennessee,68,kansas,74,55,.455,15,.400,16,.750,33,2,7,15,0,54,.463,17,.235,33,.606,28,9,5,6,71.40
660,Oklahoma-State,50,kansas,65,64,.281,18,.111,16,.750,37,6,3,6,1,54,.389,33,.333,15,.800,36,3,8,10,80.00
661,Montana-State,73,utah-state,81,57,.421,19,.474,26,.615,33,6,3,15,0,53,.377,18,.333,45,.778,34,8,5,9,71.40
662,Weber-State,34,utah-state,89,46,.217,22,.227,20,.450,23,3,5,17,0,67,.552,17,.353,10,.900,39,6,0,7,71.40
663,utah-state,97,Denver,56,67,.478,30,.467,24,.792,46,10,4,12,71.40,54,.389,16,.250,14,.714,23,4,5,15,0
664,North-Carolina-AT,54,utah-state,81,60,.350,20,.350,11,.455,25,10,4,14,0,52,.558,15,.333,30,.600,42,5,5,15,71.40
665,UTSA,50,utah-state,82,70,.286,30,.233,4,.750,36,9,4,15,0,73,.466,31,.290,7,.714,54,5,6,16,71.40
666,LSU,78,utah-state,80,59,.475,25,.440,14,.786,30,9,7,15,1,57,.439,22,.500,23,.826,29,7,0,14,36.40
667,utah-state,68,North-Texas,59,47,.404,14,.214,34,.794,34,8,6,12,36.40,63,.381,23,.217,7,.857,28,7,2,11,1
668,utah-state,73,Saint-Mary's,81,58,.448,20,.350,17,.824,29,8,0,10,36.40,56,.518,19,.421,21,.714,32,10,3,10,1
669,San-Jose-State,59,utah-state,71,49,.429,21,.381,15,.600,30,2,9,14,1,66,.424,17,.235,20,.550,35,10,3,6,36.40
670,Fresno-State,70,utah-state,77,68,.368,34,.206,15,.867,36,7,5,10,0,60,.350,19,.211,34,.912,43,8,3,10,71.40
671,utah-state,94,St-Katherine,49,77,.455,31,.387,16,.750,60,7,4,12,71.40,63,.333,28,.179,9,.222,26,10,3,13,0
672,BYU,68,utah-state,64,59,.475,28,.393,3,.333,29,5,3,9,1,55,.400,21,.286,16,.875,35,2,4,11,36.40
673,utah-state,76,South-Florida,74,51,.510,24,.333,23,.696,29,1,1,17,36.40,60,.467,17,.294,18,.722,30,8,1,11,1
674,utah-state,65,Florida,62,53,.453,25,.360,11,.727,31,5,3,15,36.40,62,.323,17,.235,22,.818,38,8,3,13,1
675,utah-state,129,Eastern-Oregon,61,79,.582,23,.391,36,.778,58,16,7,13,71.40,71,.324,36,.222,9,.778,22,5,2,22,0
676,UNLV,70,utah-state,53,56,.446,19,.263,21,.714,39,8,7,14,1,52,.327,19,.105,21,.810,26,5,3,15,36.40
677,San-Diego-State,77,utah-state,68,53,.509,20,.450,17,.824,31,5,2,14,0,54,.426,23,.261,24,.667,29,7,5,11,71.40
678,utah-state,60,Air-Force,79,63,.365,28,.357,8,.500,28,5,1,9,36.40,61,.475,25,.320,17,.765,47,4,2,12,1
679,utah-state,80,Nevada,70,54,.463,24,.292,30,.767,40,2,2,13,71.40,59,.390,23,.435,20,.700,25,7,4,8,0
680,utah-state,83,Boise-State,88,63,.413,28,.214,33,.758,37,5,1,18,36.40,56,.464,24,.375,34,.794,27,10,2,15,1
681,South-Carolina-State,64,memphis,97,58,.362,25,.320,18,.778,20,2,1,18,0,66,.545,20,.300,21,.905,42,8,10,13,71.40
682,UIC,46,memphis,92,62,.242,29,.276,14,.571,27,5,3,19,0,54,.593,27,.519,26,.538,40,5,8,14,71.40
683,Oregon,82,memphis,74,60,.483,23,.391,27,.556,36,7,2,18,1,69,.377,23,.174,22,.818,33,7,2,12,72.70
684,memphis,102,Alcorn-State,56,64,.578,16,.250,45,.533,48,12,6,19,71.40,63,.302,27,.185,23,.565,33,10,4,25,0
685,memphis,68,Little-Rock,58,62,.387,21,.238,23,.652,36,16,6,19,71.40,49,.429,10,.300,24,.542,34,11,4,26,0
686,Ole-Miss,86,memphis,87,66,.394,27,.444,30,.733,34,8,3,15,0,58,.517,11,.273,36,.667,33,11,9,16,71.40
687,NC-State,78,memphis,83,59,.441,19,.316,24,.833,21,9,4,7,1,54,.519,12,.667,25,.760,35,4,5,14,72.70
688,Bradley,56,memphis,71,82,.268,23,.087,18,.556,49,3,2,7,0,61,.361,18,.333,26,.808,45,7,10,10,71.40
689,memphis,65,Alabama-Birmingham,57,58,.379,16,.375,21,.714,30,9,5,16,72.70,51,.392,19,.316,16,.688,35,6,3,22,1
690,Tennessee,47,memphis,51,60,.250,26,.154,18,.722,32,7,5,9,1,56,.339,13,.385,13,.615,44,6,6,16,72.70
691,memphis,77,Jackson-State,49,58,.552,19,.211,14,.643,39,15,8,28,71.40,62,.323,15,.200,10,.600,28,17,2,25,0
692,memphis,97,New-Orleans,55,63,.524,23,.522,23,.826,42,18,11,27,71.40,55,.291,17,.176,27,.741,26,13,5,27,0
693,memphis,84,Tulane,73,63,.540,26,.346,15,.467,37,2,4,12,71.40,62,.403,25,.320,18,.833,29,5,0,10,0
694,memphis,62,Georgia,65,61,.361,22,.318,20,.550,42,10,5,15,71.40,61,.393,22,.455,11,.636,35,8,3,16,0
695,memphis,67,Wichita-State,76,56,.357,21,.190,33,.697,42,3,9,17,72.70,67,.328,22,.364,35,.686,40,7,3,10,1
696,South-Florida,64,memphis,68,50,.400,19,.421,26,.615,18,10,2,14,1,42,.548,15,.333,27,.630,32,9,7,22,72.70
697,Cincinnati,49,memphis,60,60,.300,17,.353,12,.583,33,7,4,16,0,51,.412,25,.360,12,.750,35,8,8,17,71.40
698,memphis,40,Tulsa,80,56,.286,21,.095,11,.545,31,6,1,19,72.70,54,.500,24,.333,25,.720,33,8,4,10,1
699,memphis,70,SMU,74,53,.491,20,.450,13,.692,25,8,4,11,71.40,55,.455,34,.324,19,.684,32,4,2,13,0
700,UCF,57,memphis,59,57,.386,15,.267,13,.692,27,4,1,11,1,55,.436,15,.400,9,.556,38,3,4,17,72.70
701,Southeast-Missouri-State,65,vanderbilt,83,58,.431,13,.231,18,.667,35,4,2,16,0,61,.492,34,.412,14,.643,31,8,8,12,71.40
702,vanderbilt,71,Texas-AM-Corpus-Christi,66,52,.500,22,.364,18,.611,27,13,7,12,71.40,50,.460,23,.522,11,.727,25,9,2,20,0
703,vanderbilt,92,Richmond,93,66,.500,35,.429,16,.688,37,7,5,16,66.70,70,.457,28,.321,23,.870,31,11,1,11,1
704,Austin-Peay,72,vanderbilt,90,52,.404,22,.455,31,.645,29,3,5,10,0,58,.552,24,.375,27,.630,32,5,0,9,71.40
705,vanderbilt,97,South-Carolina-State,60,58,.603,25,.480,28,.536,39,9,2,11,71.40,46,.413,14,.214,24,.792,19,4,1,14,0
706,Southeastern-Louisiana,70,vanderbilt,78,70,.400,16,.063,17,.765,38,6,0,12,0,58,.414,30,.367,28,.679,38,4,3,14,71.40
707,Tulsa,67,vanderbilt,58,51,.451,13,.385,20,.800,27,9,3,16,0,56,.357,24,.333,16,.625,27,10,8,15,71.40
708,vanderbilt,90,Buffalo,76,69,.464,18,.222,26,.846,41,8,6,13,71.40,68,.397,23,.217,27,.630,40,5,2,17,0
709,vanderbilt,56,Liberty,61,51,.353,24,.292,19,.684,27,7,7,11,71.40,53,.415,22,.227,12,1.000,34,5,3,13,0
710,vanderbilt,70,Loyola-(IL),78,53,.472,21,.333,22,.591,31,6,3,15,66.70,50,.560,10,.500,30,.567,29,4,1,14,1
711,UNC-Wilmington,73,vanderbilt,88,51,.490,20,.600,13,.846,24,6,2,23,0,56,.482,25,.440,29,.793,26,14,4,14,71.40
712,vanderbilt,76,Davidson,71,47,.468,17,.412,37,.676,31,8,2,11,71.40,57,.421,31,.452,14,.643,28,6,3,13,0
713,vanderbilt,81,SMU,92,65,.431,35,.429,16,.625,26,2,3,11,71.40,61,.557,19,.526,20,.700,37,7,6,15,0
714,Auburn,83,vanderbilt,79,57,.439,20,.250,38,.737,34,2,4,8,1,52,.500,17,.588,25,.680,27,5,4,9,66.70
715,Texas-AM,69,vanderbilt,50,57,.526,16,.313,7,.571,35,7,2,12,0,50,.300,30,.167,21,.714,27,8,4,14,71.40
716,Arkansas,75,vanderbilt,55,64,.484,20,.250,15,.533,37,5,3,7,1,48,.396,20,.250,22,.545,28,0,1,16,66.70
717,Tennessee,66,vanderbilt,45,49,.531,8,.125,14,.929,33,6,8,18,0,51,.235,25,.000,26,.808,25,7,2,14,71.40
718,vanderbilt,62,Alabama,77,65,.308,26,.192,20,.850,29,13,5,10,71.40,52,.462,29,.345,29,.655,49,5,7,24,0
719,vanderbilt,64,South-Carolina,90,57,.333,30,.167,35,.600,30,6,2,10,66.70,61,.541,18,.389,24,.708,41,6,2,11,1
720,Kentucky,71,vanderbilt,62,56,.464,10,.300,19,.842,32,4,3,11,1,54,.389,26,.346,16,.688,29,5,5,12,66.70
721,Tennessee-Tech,64,western-kentucky,76,58,.448,26,.308,6,.667,26,8,2,19,0,52,.500,15,.333,26,.731,30,8,5,15,70.00
722,western-kentucky,97,Austin-Peay,75,50,.600,21,.524,29,.897,33,4,5,16,70.00,68,.397,21,.190,23,.739,22,7,2,8,0
723,western-kentucky,79,Eastern-Kentucky,71,55,.509,18,.278,24,.750,35,10,4,23,77.80,61,.443,27,.259,14,.714,27,9,2,19,1
724,Campbellsville,66,western-kentucky,109,72,.347,26,.308,12,.667,28,3,0,11,0,65,.615,26,.462,20,.850,41,5,8,11,70.00
725,Bowling-Green-State,77,western-kentucky,75,69,.435,21,.476,10,.700,36,4,0,13,1,54,.481,21,.286,28,.607,35,7,7,13,77.80
726,western-kentucky,83,Illinois-State,69,50,.540,19,.579,21,.857,21,9,4,11,77.80,59,.458,21,.381,11,.636,32,3,4,11,1
727,Fordham,64,western-kentucky,69,59,.458,22,.318,7,.429,21,5,4,8,1,51,.431,21,.381,20,.850,33,3,1,16,77.80
728,Louisville,71,western-kentucky,54,52,.442,22,.318,20,.900,37,6,1,13,1,54,.370,17,.059,14,.929,23,5,5,11,77.80
729,western-kentucky,74,Wright-State,76,66,.485,15,.400,7,.571,33,4,6,14,77.80,66,.424,25,.240,20,.700,38,6,4,11,1
730,Arkansas,79,western-kentucky,86,67,.418,30,.300,20,.700,37,4,5,15,0,67,.463,19,.263,28,.679,40,7,4,15,70.00
731,Rhode-Island,86,western-kentucky,82,86,.372,27,.259,19,.789,51,10,5,10,1,66,.424,25,.360,20,.850,42,5,6,16,77.80
732,Belmont,79,western-kentucky,62,64,.484,28,.393,9,.667,43,4,2,11,0,66,.348,27,.222,15,.667,33,6,2,10,70.00
733,western-kentucky,93,North-Texas,84,51,.549,25,.480,34,.735,19,5,5,5,70.00,55,.582,24,.417,10,1.000,25,2,3,12,0
734,Rice,61,western-kentucky,68,60,.400,29,.276,8,.625,33,5,4,13,0,59,.407,22,.273,15,.933,34,6,3,8,70.00
735,western-kentucky,62,Alabama-Birmingham,72,63,.365,29,.310,8,.875,27,6,3,8,77.80,57,.509,16,.188,14,.786,38,5,2,14,1
736,western-kentucky,69,Middle-Tennessee,53,50,.480,14,.286,26,.654,31,6,1,11,77.80,53,.358,24,.250,13,.692,30,2,2,17,1
737,western-kentucky,71,Old-Dominion,69,49,.449,18,.167,28,.857,26,4,8,12,70.00,66,.424,18,.111,13,.846,36,5,2,14,0
738,Charlotte,63,western-kentucky,80,57,.421,17,.294,13,.769,25,11,3,14,0,44,.523,18,.389,31,.871,32,7,6,18,70.00
739,Marshall,60,western-kentucky,64,53,.453,19,.316,8,.750,33,7,7,19,1,55,.400,21,.381,15,.800,25,12,4,14,77.80
740,Marshall,84,western-kentucky,91,66,.470,28,.357,16,.750,33,4,1,16,0,63,.508,23,.435,22,.773,30,6,2,8,70.00
741,georgetown,81,Mount-St-Mary's,68,59,.475,21,.381,21,.810,37,9,1,12,69.20,54,.463,21,.381,16,.625,25,7,2,14,0
742,Central-Arkansas,78,georgetown,89,73,.384,36,.333,14,.714,26,10,3,11,0,66,.500,22,.364,20,.750,50,7,6,19,69.20
743,Penn-State,81,georgetown,66,63,.444,29,.448,17,.706,39,15,5,20,0,61,.377,13,.308,21,.762,38,9,4,21,69.20
744,georgetown,91,Georgia-State,83,60,.400,18,.167,51,.784,35,3,4,14,69.20,60,.483,13,.385,24,.833,33,9,2,16,0
745,Texas,66,georgetown,82,61,.377,29,.379,10,.900,26,3,1,12,1,55,.509,11,.455,28,.750,32,6,6,10,70.00
746,Duke,81,georgetown,73,65,.415,13,.462,29,.724,34,8,4,21,1,55,.509,16,.375,18,.611,26,9,12,24,70.00
747,georgetown,61,UNC-Greensboro,65,57,.368,16,.313,20,.700,34,9,6,18,69.20,63,.381,25,.280,13,.769,37,14,3,16,0
748,georgetown,81,Oklahoma-State,74,64,.453,22,.409,14,1.000,39,3,7,15,70.00,62,.403,32,.375,16,.750,25,7,5,12,1
749,SMU,74,georgetown,91,59,.356,27,.296,30,.800,33,8,2,13,1,61,.557,27,.519,10,.900,31,6,4,12,70.00
750,Syracuse,79,georgetown,89,62,.484,32,.438,9,.556,29,2,3,12,0,61,.443,25,.440,31,.774,39,5,2,11,69.20
751,UMBC,55,georgetown,81,60,.350,25,.240,11,.636,31,6,1,14,0,69,.493,16,.313,10,.800,43,5,7,10,69.20
752,georgetown,99,Samford,71,78,.487,16,.250,27,.704,49,7,5,10,69.20,59,.407,27,.333,25,.560,29,5,4,15,0
753,georgetown,80,American,60,54,.537,9,.222,28,.714,38,7,3,17,69.20,58,.414,23,.130,13,.692,23,9,1,16,0
754,georgetown,60,Providence,76,57,.368,19,.368,12,.917,27,9,1,15,70.00,52,.538,25,.400,13,.769,30,10,1,16,1
755,Seton-Hall,78,georgetown,62,54,.463,21,.429,24,.792,41,8,7,15,1,70,.357,17,.176,16,.563,35,7,2,11,70.00
756,georgetown,87,St-John's-(NY),66,60,.433,23,.391,33,.788,42,10,7,15,69.20,68,.353,25,.240,15,.800,36,12,0,15,0
757,georgetown,66,Villanova,80,59,.441,16,.313,13,.692,27,4,3,8,70.00,57,.474,29,.517,13,.846,30,5,2,11,1
758,Creighton,80,georgetown,83,65,.431,32,.406,15,.733,25,9,3,10,0,60,.517,15,.333,20,.800,34,3,4,14,69.20
759,georgetown,80,Marquette,84,59,.508,18,.500,16,.688,32,2,3,7,69.20,64,.469,27,.370,20,.700,32,4,2,5,0
760,Xavier,66,georgetown,57,67,.373,25,.320,15,.533,43,8,4,10,1,57,.368,18,.222,15,.733,35,5,7,11,70.00
761,Appalachian-State,71,michigan,79,57,.456,13,.308,22,.682,30,9,0,18,0,61,.475,25,.360,19,.632,32,8,6,17,69.20
762,michigan,79,Creighton,69,53,.566,23,.391,12,.833,24,3,6,11,69.20,73,.425,20,.350,2,.000,34,6,1,7,0
763,michigan,70,Elon,50,58,.483,23,.304,10,.700,35,3,6,10,69.20,59,.339,13,.231,8,.875,26,4,0,5,0
764,Houston-Baptist,68,michigan,111,71,.366,23,.348,13,.615,32,5,0,19,0,77,.558,29,.483,16,.688,42,9,4,12,69.20
765,Iowa-State,76,michigan,83,69,.435,21,.238,17,.647,26,15,4,9,1,52,.577,21,.476,18,.722,35,5,3,22,57.10
766,michigan,73,UNC,64,56,.500,26,.423,10,.600,31,7,7,15,57.10,61,.426,13,.154,20,.500,29,4,2,11,1
767,michigan,82,Gonzaga,64,63,.540,23,.522,5,.400,35,5,6,11,57.10,65,.400,12,.500,13,.462,35,6,1,12,1
768,michigan,43,Louisville,58,58,.259,19,.158,15,.667,38,4,3,10,57.10,60,.367,19,.211,18,.556,44,6,4,8,1
769,michigan,103,Iowa,91,58,.552,24,.417,34,.853,36,4,6,9,69.20,74,.473,15,.200,24,.750,28,1,0,7,0
770,Illinois,71,michigan,62,61,.459,11,.091,20,.700,37,5,6,12,1,62,.435,18,.167,6,.833,24,6,5,8,57.10
771,Oregon,71,michigan,70,53,.509,16,.500,13,.692,29,6,3,13,0,61,.410,21,.429,14,.786,27,4,3,11,69.20
772,michigan,86,Presbyterian,44,53,.528,27,.407,25,.760,42,7,6,8,69.20,60,.283,20,.150,11,.636,22,4,1,11,0
773,michigan,86,UMass-Lowell,60,67,.537,21,.381,7,.857,38,4,2,14,69.20,60,.417,13,.308,9,.667,24,8,4,13,0
774,michigan,69,Michigan-State,87,69,.362,23,.217,22,.636,31,7,5,10,57.10,53,.528,15,.467,33,.727,41,3,12,13,1
775,Purdue,78,michigan,84,71,.408,19,.316,19,.737,42,2,4,15,0,66,.470,29,.241,24,.625,26,7,7,9,69.20
776,michigan,67,Minnesota,75,62,.419,28,.357,6,.833,26,4,2,8,57.10,51,.549,16,.250,27,.556,33,4,1,5,1
777,Iowa,90,michigan,83,53,.509,16,.563,30,.900,34,2,2,14,1,68,.500,34,.324,5,.800,24,8,5,8,57.10
778,michigan,63,Penn-State,72,68,.353,28,.179,14,.714,36,8,1,13,69.20,56,.482,19,.421,16,.625,31,4,1,12,0
779,michigan,62,Illinois,64,59,.390,17,.235,21,.571,36,3,3,2,69.20,54,.444,11,.364,16,.750,29,1,0,8,0
780,Nebraska,68,michigan,79,59,.441,21,.429,12,.583,25,5,1,13,1,56,.500,24,.292,24,.667,39,9,6,15,57.10
781,Brewton-Parker,35,georgia-state,104,59,.220,27,.111,8,.750,29,10,1,27,0,71,.507,28,.500,30,.600,50,14,7,15,69.20
782,College-of-Charleston,84,georgia-state,80,53,.472,26,.385,29,.828,22,9,4,15,1,59,.441,16,.313,30,.767,36,7,2,19,50.00
783,Duke,74,georgia-state,63,73,.342,28,.250,29,.586,54,10,6,15,1,60,.417,12,.417,11,.727,29,11,9,16,50.00
784,Georgetown,91,georgia-state,83,60,.400,18,.167,51,.784,35,3,4,14,1,60,.483,13,.385,24,.833,33,9,2,16,50.00
785,georgia-state,83,Prairie-View,74,62,.468,21,.381,29,.586,44,5,3,12,50.00,61,.377,13,.308,34,.706,32,6,2,8,1
786,georgia-state,69,California-Baptist,60,70,.400,9,.111,19,.632,37,10,3,7,50.00,55,.364,31,.290,15,.733,44,1,4,19,1
787,Charlotte,78,georgia-state,81,57,.491,22,.227,21,.810,32,7,9,19,0,64,.500,20,.550,10,.600,25,11,5,13,69.20
788,Dartmouth,80,georgia-state,83,56,.518,30,.400,17,.588,29,5,4,13,0,70,.443,31,.387,13,.692,37,5,3,14,69.20
789,georgia-state,73,Mercer,61,57,.474,18,.500,14,.714,23,8,7,11,50.00,57,.351,14,.357,23,.696,38,7,4,18,1
790,Texas-Arlington,77,georgia-state,83,65,.400,33,.242,17,1.000,33,6,3,20,0,66,.409,18,.278,34,.706,38,11,7,13,69.20
791,georgia-state,81,Texas-State,69,59,.441,25,.480,19,.895,30,5,7,13,69.20,52,.365,18,.222,30,.900,26,7,3,11,0
792,georgia-state,76,SMU,85,71,.366,31,.355,20,.650,31,11,4,12,50.00,56,.518,18,.278,26,.846,39,6,5,16,1
793,Middle-Georgia-State,53,georgia-state,83,70,.257,17,.000,24,.708,35,9,3,15,0,69,.435,35,.343,13,.846,41,10,5,15,69.20
794,georgia-state,69,Appalachian-State,60,61,.443,22,.273,13,.692,32,16,1,18,50.00,58,.362,18,.222,28,.500,43,10,3,24,1
795,Coastal-Carolina,74,georgia-state,72,65,.385,24,.292,26,.654,37,13,2,21,1,67,.418,26,.308,14,.571,39,14,3,23,50.00
796,Arkansas-State,90,georgia-state,87,52,.481,17,.353,42,.810,32,8,4,9,1,62,.516,23,.391,17,.824,32,4,0,11,50.00
797,georgia-state,90,Louisiana,52,59,.542,21,.524,18,.833,27,15,3,12,69.20,59,.288,22,.273,16,.750,27,2,4,20,0
798,Louisiana-Monroe,62,georgia-state,84,51,.392,15,.333,26,.654,23,4,4,14,0,52,.577,23,.565,15,.733,28,6,6,13,69.20
799,South-Alabama,63,georgia-state,72,50,.460,6,.333,24,.625,35,6,2,18,1,57,.404,35,.429,17,.647,32,5,7,13,50.00
800,georgia-state,65,Troy,75,65,.354,29,.310,14,.714,29,2,5,15,50.00,59,.424,28,.429,20,.650,40,3,5,16,1
801,Nicholls-State,70,illinois,78,66,.409,20,.400,9,.889,18,11,4,16,0,61,.443,19,.263,29,.655,50,6,2,22,69.20
802,Grand-Canyon,71,illinois,83,61,.443,19,.421,16,.563,23,4,0,11,1,64,.453,13,.308,30,.700,46,5,0,17,33.30
803,illinois,69,Arizona,90,53,.472,16,.313,20,.700,25,4,2,22,33.30,61,.557,16,.438,22,.682,32,14,3,16,1
804,Hawaii,53,illinois,66,64,.375,22,.136,3,.667,25,7,2,9,0,54,.426,12,.417,23,.652,43,3,3,15,69.20
805,Citadel,57,illinois,85,74,.284,38,.263,7,.714,27,8,2,11,0,68,.485,18,.167,21,.762,53,4,4,13,69.20
806,Hampton,71,illinois,120,64,.438,16,.375,14,.643,19,3,0,16,0,70,.643,18,.444,27,.815,41,9,1,9,69.20
807,Lindenwood,65,illinois,117,64,.391,30,.367,5,.800,22,10,0,24,0,63,.619,25,.440,37,.757,39,13,4,14,69.20
808,Miami-(FL),81,illinois,79,54,.593,18,.556,13,.538,21,7,2,10,0,53,.528,17,.353,23,.739,30,4,4,13,69.20
809,illinois,58,Maryland,59,56,.393,14,.214,16,.688,36,5,1,13,33.30,63,.333,31,.258,11,.818,38,6,4,11,1
810,Michigan,62,illinois,71,62,.435,18,.167,6,.833,24,6,5,8,0,61,.459,11,.091,20,.700,37,5,6,12,69.20
811,illinois,69,Old-Dominion,55,47,.468,20,.350,20,.900,28,7,2,15,69.20,57,.368,18,.333,8,.875,27,7,0,18,0
812,Missouri,63,illinois,56,54,.426,14,.357,16,.750,31,10,3,17,1,50,.360,14,.143,23,.783,26,7,5,17,33.30
813,North-Carolina-AT,64,illinois,95,52,.462,16,.438,14,.643,25,5,7,18,0,68,.529,26,.423,19,.632,36,7,5,8,69.20
814,illinois,56,Michigan-State,76,75,.293,28,.107,15,.600,38,2,3,8,33.30,60,.433,22,.318,24,.708,46,2,9,10,1
815,Purdue,37,illinois,63,60,.250,17,.176,10,.400,28,3,2,11,0,57,.456,19,.368,8,.500,41,5,4,13,69.20
816,illinois,71,Wisconsin,70,57,.491,16,.438,15,.533,26,1,2,7,33.30,53,.434,15,.267,23,.870,31,3,6,7,1
817,Rutgers,51,illinois,54,59,.339,23,.348,8,.375,40,5,3,11,0,63,.286,14,.143,19,.842,44,2,4,7,69.20
818,illinois,75,Northwestern,71,54,.500,24,.375,15,.800,29,2,5,7,69.20,60,.450,19,.421,12,.750,25,3,1,5,0
819,illinois,79,Purdue,62,49,.551,16,.438,19,.947,34,1,3,13,33.30,56,.411,8,.375,21,.619,18,6,3,5,1
820,Michigan,62,illinois,64,59,.390,17,.235,21,.571,36,3,3,2,1,54,.444,11,.364,16,.750,29,1,0,8,33.30
821,oregon,71,Fresno-State,57,60,.417,13,.077,27,.741,43,8,2,13,69.20,55,.345,36,.250,14,.714,28,5,7,17,0
822,Boise-State,75,oregon,106,63,.429,23,.261,23,.652,25,5,1,13,0,60,.700,19,.684,13,.692,32,9,2,12,69.20
823,oregon,82,Memphis,74,60,.483,23,.391,27,.556,36,7,2,18,57.10,69,.377,23,.174,22,.818,33,7,2,12,1
824,oregon,67,Texas-Arlington,47,59,.458,20,.400,8,.625,45,4,5,9,69.20,64,.234,30,.200,16,.688,34,3,2,6,0
825,oregon,78,Houston,66,48,.542,21,.476,21,.762,25,4,2,11,69.20,65,.415,20,.100,12,.833,37,3,3,9,0
826,oregon,71,Seton-Hall,69,53,.472,15,.333,28,.571,37,5,3,13,57.10,59,.407,27,.519,9,.778,24,3,8,13,1
827,Gonzaga,73,oregon,72,62,.387,28,.321,20,.800,45,3,4,12,1,80,.338,28,.286,14,.714,41,9,6,6,57.10
828,oregon,74,UNC,78,70,.357,30,.400,20,.600,31,8,4,7,57.10,62,.419,23,.261,21,.952,41,4,12,13,1
829,oregon,89,Hawaii,64,51,.627,19,.526,17,.882,30,5,2,12,69.20,57,.386,30,.400,12,.667,16,4,0,11,0
830,Michigan,70,oregon,71,61,.410,21,.429,14,.786,27,4,3,11,1,53,.509,16,.500,13,.692,29,6,3,13,57.10
831,Montana,48,oregon,81,52,.365,17,.235,11,.545,20,6,2,19,0,59,.542,21,.381,17,.529,39,12,2,14,69.20
832,oregon,84,Texas-Southern,78,50,.520,25,.400,27,.815,28,9,1,19,69.20,64,.453,29,.345,13,.769,26,5,2,16,0
833,Alabama-State,59,oregon,98,55,.382,17,.353,16,.688,27,4,1,20,0,66,.591,26,.500,13,.538,33,13,6,11,69.20
834,Colorado,74,oregon,65,57,.439,22,.318,25,.680,34,1,2,7,1,56,.446,18,.167,17,.706,33,5,3,13,57.10
835,Utah,64,oregon,69,59,.356,30,.300,20,.650,32,3,4,7,1,66,.455,17,.353,4,.750,39,6,5,10,57.10
836,Arizona,73,oregon,74,62,.452,20,.400,14,.643,34,4,2,11,0,65,.400,23,.304,17,.882,37,8,6,10,69.20
837,Arizona-State,69,oregon,78,59,.390,29,.310,16,.875,25,4,2,9,0,54,.481,29,.414,23,.609,34,4,4,12,69.20
838,Washington-State,72,oregon,61,52,.481,21,.524,17,.647,31,6,3,15,1,51,.471,21,.333,12,.500,27,6,0,15,57.10
839,oregon,64,Washington,61,67,.343,28,.250,19,.579,39,9,3,7,57.10,57,.316,24,.208,30,.667,41,5,11,12,1
840,USC,70,oregon,79,62,.339,19,.316,28,.786,37,3,9,18,0,68,.397,17,.353,25,.760,35,14,5,11,69.20
841,Life-Pacific,49,boise-state,126,61,.311,25,.240,10,.500,21,4,1,18,0,71,.620,31,.548,29,.724,46,9,1,8,66.70
842,boise-state,75,Oregon,106,63,.429,23,.261,23,.652,25,5,1,13,25.00,60,.700,19,.684,13,.692,32,9,2,12,1
843,UC-Irvine,69,boise-state,60,59,.492,17,.294,8,.750,37,5,3,18,0,55,.309,21,.190,29,.759,26,9,2,13,66.70
844,BYU,68,boise-state,72,74,.378,24,.292,7,.714,41,4,0,11,0,61,.410,19,.158,27,.704,42,7,3,10,66.70
845,Pacific,76,boise-state,82,59,.424,12,.250,35,.657,48,8,7,21,1,64,.391,23,.478,28,.750,33,10,0,18,25.00
846,boise-state,80,UNC-Wilmington,59,61,.492,22,.227,22,.682,29,4,4,7,66.70,55,.400,12,.250,14,.857,28,4,0,11,0
